ResumeID,Cleaned_Skills
R005209,"Docker, System Design, Git"
R005210,"Reporting, Excel"
R005211,"User Stories, Product Roadmap, Scrum"
R005212,"Data Cleaning, Tableau, Reporting"
R005213,"SQL, Tableau, Excel, Reporting, Data Cleaning, Power BI"
R005214,Agile
R005215,"Product Roadmap, Stakeholder Management, Mrs, User Stories, Agile, Scrum"
R005216,"Power BI, Data Cleaning, Tableau, Excel, SQL"
R005217,Agile
R005218,"Cloud, Keras, PyTorch, TensorFlow"
R005219,"Product Roadmap, User Stories, Agile"
R005220,"REST APIs, System Design, Java, Agile, Spring Boot, Git, Docker"
R005221,"PyTorch, Keras, Cloud"
R005222,"Agile, Spring Boot, Docker, Java"
R005223,"SQL, Reporting"
R005224,"Pandas, Statistics, Python, Deep Learning, Machine Learning, NLP"
R005225,"Stakeholder Management, Agile"
R005226,"Power BI, Reporting, SQL, Tableau, Excel"
R005227,"Excel, Data Cleaning"
R005228,"System Design, Java, Docker"
R005229,"Java, REST APIs, Git, Agile, Docker"
R005230,"Cloud, PyTorch, Keras, Python"
R005231,"Tableau, SQL, Reporting, Data Cleaning, Power BI"
R005232,"Scrum, Agile, Product Roadmap, User Stories, Stakeholder Management"
R005233,Keras
R005234,"Python, Keras, TensorFlow, Computer Vision"
R005235,"Computer Vision, Keras"
R005236,"SQL, Reporting, Tableau, Data Cleaning"
R005237,"Data Cleaning, Excel"
R005238,"SQL, NLP"
R005239,"Git, Agile, Java, Docker"
R005240,"REST APIs, Spring Boot"
R005241,"Agile, Scrum"
R005242,"SQL, Deep Learning, Statistics, Machine Learning, Pandas, NLP"
R005243,"Java, System Design, Git"
R005244,"System Design, Spring Boot"
R005245,"Power BI, Reporting, SQL"
R005246,"Data Cleaning, Excel, Power BI"
R005247,"Product Roadmap, User Stories, Stakeholder Management, Scrum"
R005248,Power BI
R005249,"PyTorch, MLOps, Computer Vision, Keras, Cloud, TensorFlow"
R005250,"System Design, REST APIs, Spring Boot, Java"
R005251,"Product Roadmap, Agile, User Stories, Scrum, Stakeholder Management"
R005252,"MLOps, TensorFlow, Keras, Python"
R005253,"Excel, Tableau, Reporting, SQL, Data Cleaning"
R005254,"Pandas, Statistics"
R005255,"Python, NLP, Pandas, Statistics"
R005256,"Python, Cloud, Computer Vision"
R005257,"Agile, REST APIs, Spring Boot, Git, Java"
R005258,"Scrum, Agile, User Stories"
R005259,"Pandas, Deep Learning, Statistics, NLP, SQL"
R005260,"Java, REST APIs"
R005261,"Cloud, TensorFlow, MLOps"
R005262,"Stakeholder Management, Agile, Product Roadmap, User Stories"
R005263,"User Stories, Stakeholder Management, Agile, Product Roadmap, Scrum"
R005264,"Git, Spring Boot, Docker, Agile"
R005265,Python
R005266,"Reporting, Tableau, Power BI, SQL, Data Cleaning, Excel"
R005267,Stakeholder Management
R005268,"Power BI, Reporting"
R005269,"PyTorch, Computer Vision, MLOps"
R005270,"Scrum, User Stories, Product Roadmap, Agile, Stakeholder Management"
R005271,Tableau
R005272,"Keras, PyTorch, Computer Vision, Cloud"
R005273,"Reporting, Tableau, Data Cleaning, SQL"
R005274,"MLOps, TensorFlow, Python, Keras"
R005275,"Pandas, Deep Learning, Machine Learning"
R005276,"Spring Boot, Agile, Git, Docker, Java"
R005277,"REST APIs, Docker"
R005278,"NLP, Pandas, Machine Learning"
R005279,"TensorFlow, Cloud"
R005280,"User Stories, Scrum, Product Roadmap"
R005281,"Tableau, Data Cleaning"
R005282,"Excel, Reporting, Power BI"
R005283,"SQL, Deep Learning, Statistics, Python, Machine Learning"
R005284,"MLOps, Keras, Python, TensorFlow"
R005285,"Stakeholder Management, User Stories, Agile"
R005286,"MLOps, PyTorch, TensorFlow, Cloud, Computer Vision, Python"
R005287,"User Stories, Product Roadmap, Agile"
R005288,"Computer Vision, PyTorch, Python, TensorFlow"
R005289,"Computer Vision, MLOps, Python, PyTorch, Keras"
R005290,"Scrum, Product Roadmap"
R005291,"Product Roadmap, User Stories"
R005292,"Git, REST APIs, Agile, Docker, Java"
R005293,"Excel, SQL, Data Cleaning"
R005294,"Product Roadmap, Scrum, User Stories, Agile, Stakeholder Management"
R005295,"Computer Vision, Cloud, Keras"
R005296,"Reporting, Excel"
R005297,"Machine Learning, Pandas"
R005298,"User Stories, Scrum, Agile, Stakeholder Management"
R005299,"Agile, Spring Boot, Docker"
R005300,"Computer Vision, PyTorch, MLOps"
R005301,"Power BI, Reporting"
R005302,"User Stories, Stakeholder Management, Agile"
R005303,"SQL, Power BI, Reporting, Tableau, Data Cleaning"
R005304,"User Stories, Agile, Stakeholder Management"
R005305,"Python, Deep Learning, Statistics, SQL, Machine Learning"
R005306,"Docker, Java, System Design"
R005307,"Scrum, Product Roadmap, Agile"
R005308,"TensorFlow, Python, MLOps, Keras, Computer Vision, Cloud"
R005309,MLOps
R005310,"User Stories, Stakeholder Management, Scrum, Agile"
R005311,"System Design, Docker, Git, Agile, Spring Boot"
R005312,"NLP, Pandas, Statistics, SQL, Machine Learning, Python, Deep Learning"
R005313,"Power BI, SQL, Reporting, Tableau, Excel"
R005314,"Power BI, Tableau, Excel, Reporting, SQL"
R005315,"Machine Learning, SQL"
R005316,"Reporting, SQL, Excel, Tableau, Power BI"
R005317,"NLP, Pandas, Machine Learning, Statistics, Python, Deep Learning"
R005318,"Product Roadmap, Scrum, User Stories, Agile, Stakeholder Management"
R005319,"Stakeholder Management, Scrum, Product Roadmap, User Stories, Agile"
R005320,"Agile, Stakeholder Management, Scrum, Product Roadmap"
R005321,"Docker, Agile, Spring Boot, Git"
R005322,"Python, Deep Learning"
R005323,"Deep Learning, Machine Learning, NLP, Python, Pandas, Statistics"
R005324,"PyTorch, TensorFlow, Cloud, Python"
R005325,"Reporting, Data Cleaning, Excel"
R005326,"Pandas, Deep Learning, Machine Learning"
R005327,"Pandas, Python, NLP, Statistics, Deep Learning, Machine Learning"
R005328,"Python, Pandas, Deep Learning, Statistics, NLP, Machine Learning"
R005329,"Pandas, SQL, Deep Learning"
R005330,"Python, TensorFlow, Keras, PyTorch"
R005331,"NLP, Python, Deep Learning, Pandas"
R005332,"Agile, Java, Spring Boot, System Design, Git"
R005333,"Pandas, Statistics, NLP, Python, Deep Learning"
R005334,"Data Cleaning, Reporting, Tableau"
R005335,"Docker, Agile, REST APIs"
R005336,"Deep Learning, SQL, Machine Learning, Pandas, Statistics, Python"
R005337,"Product Roadmap, User Stories, Stakeholder Management, Agile, Scrum"
R005338,"PyTorch, Keras, TensorFlow, Cloud"
R005339,"TensorFlow, Python, PyTorch, Cloud, Computer Vision, Keras"
R005340,"Docker, System Design, Spring Boot, REST APIs, Java, Agile, Git"
R005341,"Tableau, Data Cleaning, Power BI, Excel"
R005342,"PyTorch, Keras, TensorFlow, Computer Vision, MLOps"
R005343,"Spring Boot, Java, System Design, Agile"
R005344,"Power BI, Reporting, SQL, Tableau"
R005345,"Cloud, Python, Computer Vision, TensorFlow"
R005346,"TensorFlow, Computer Vision, MLOps, Keras"
R005347,"TensorFlow, Computer Vision, MLOps, Keras"
R005348,Computer Vision
R005349,"Excel, Reporting, Data Cleaning"
R005350,"SQL, Python, Machine Learning, Pandas, NLP"
R005351,Tableau
R005352,"NLP, Statistics, Deep Learning, SQL, Pandas"
R005353,"Power BI, SQL, Reporting"
R005354,"SQL, Tableau, Power BI, Excel, Reporting"
R005355,"User Stories, Product Roadmap, Agile, Stakeholder Management"
R005356,"Excel, Data Cleaning"
R005357,"REST APIs, Git, Docker, Java, Agile"
R005358,"Tableau, Power BI, Data Cleaning, Excel, SQL"
R005359,"Reporting, Power BI, SQL"
R005360,"Deep Learning, NLP, Pandas"
R005361,"Scrum, Product Roadmap, User Stories, Agile, Stakeholder Management"
R005362,Tableau
R005363,Excel
R005364,"Statistics, Machine Learning, Python, Pandas"
R005365,"Keras, TensorFlow, PyTorch"
R005366,"Keras, Python, TensorFlow, Computer Vision, Cloud"
R005367,"Tableau, Power BI, Data Cleaning, SQL"
R005368,"Power BI, SQL, Excel"
R005369,"Stakeholder Management, Product Roadmap, Agile, Scrum, User Stories"
R005370,"System Design, Agile, Docker, REST APIs, Spring Boot, Java"
R005371,"Deep Learning, NLP, Python, Statistics"
R005372,"Cloud, Python, TensorFlow, MLOps, Keras"
R005373,"MLOps, Python, Cloud, TensorFlow"
R005374,"Agile, User Stories, Scrum, Stakeholder Management"
R005375,"Cloud, Python"
R005376,"Python, Deep Learning, NLP"
R005377,"Product Roadmap, Scrum"
R005378,"TensorFlow, Python, Computer Vision, Keras, PyTorch, MLOps"
R005379,"Excel, Reporting, Tableau"
R005380,"Python, MLOps, Computer Vision, PyTorch, TensorFlow, Keras"
R005381,"Spring Boot, Java, REST APIs, Docker"
R005382,"Agile, Spring Boot, REST APIs, Java, System Design"
R005383,"Pandas, NLP, Machine Learning"
R005384,"Tableau, Reporting"
R005385,"Tableau, Data Cleaning, SQL"
R005386,"SQL, Python, NLP, Statistics, Machine Learning, Deep Learning"
R005387,"Scrum, Agile"
R005388,"SQL, Deep Learning, Machine Learning, NLP, Python"
R005389,"Git, Java, System Design"
R005390,"Statistics, Pandas, Deep Learning, Machine Learning"
R005391,"Tableau, SQL, Power BI"
R005392,"Stakeholder Management, Product Roadmap, Agile"
R005393,"Product Roadmap, Scrum, Stakeholder Management, Agile, User Stories"
R005394,"Computer Vision, Python, Keras"
R005395,"Spring Boot, Java, Git"
R005396,Scrum
R005397,"Tableau, SQL, Data Cleaning"
R005398,"Product Roadmap, Scrum, Agile, Stakeholder Management, User Stories"
R005399,"Git, Docker"
R005400,"Excel, Data Cleaning, Tableau, Power BI, Reporting"
R005401,"User Stories, Agile, Stakeholder Management, Product Roadmap"
R005402,"PyTorch, Python, Cloud, Computer Vision"
R005403,"User Stories, Agile, Scrum"
R005404,"Reporting, Power BI"
R005405,"Excel, Power BI, SQL, Tableau"
R005406,"SQL, Python, Machine Learning, Statistics, Pandas"
R005407,"Python, Machine Learning, Statistics, Pandas, Deep Learning, SQL"
R005408,"Git, Java"
R005409,"Docker, REST APIs, Java"
R005410,Machine Learning
R005411,"Power BI, Data Cleaning, Tableau, Excel, Reporting"
R005412,"MLOps, Keras, Computer Vision"
R005413,"Python, Keras, Cloud, Computer Vision, MLOps, TensorFlow, PyTorch"
R005414,"SQL, Deep Learning, Pandas"
R005415,"Keras, MLOps, Python"
R005416,"Power BI, SQL, Reporting"
R005417,"Cloud, Keras, TensorFlow, Python"
R005418,"Power BI, SQL, Excel, Tableau"
R005419,"SQL, Tableau, Power BI, Data Cleaning"
R005420,"Tableau, Data Cleaning"
R005421,"Java, Docker"
R005422,"Statistics, Python"
R005423,"REST APIs, Java, Agile, System Design, Docker"
R005424,"Statistics, NLP, SQL"
R005425,"Scrum, User Stories, Agile"
R005426,"Keras, Computer Vision"
R005427,"PyTorch, Computer Vision, Keras, Python, MLOps"
R005428,User Stories
R005429,"Excel, Tableau, SQL"
R005430,"MLOps, Computer Vision, Cloud"
R005431,"TensorFlow, Keras, Cloud"
R005432,"Agile, Scrum, User Stories"
R005433,"Reporting, SQL, Power BI, Data Cleaning"
R005434,"Agile, Stakeholder Management, Product Roadmap"
R005435,"Power BI, Excel, SQL, Reporting, Tableau"
R005436,"Data Cleaning, Reporting"
R005437,"Agile, User Stories, Product Roadmap, Scrum, Stakeholder Management"
R005438,"REST APIs, Spring Boot, Git, System Design, Agile"
R005439,"MLOps, Keras"
R005440,"Docker, Git, Java"
R005441,"Stakeholder Management, Product Roadmap, Agile"
R005442,"Cloud, Python, TensorFlow, PyTorch"
R005443,"Agile, REST APIs, System Design, Git, Spring Boot, Java"
R005444,"Stakeholder Management, Product Roadmap, Agile, User Stories, Scrum"
R005445,"Power BI, Excel, SQL"
R005446,"Keras, TensorFlow, PyTorch, Python, Cloud"
R005447,"Stakeholder Management, Agile, Scrum, User Stories, Product Roadmap"
R005448,"SQL, Power BI, Reporting, Data Cleaning, Excel"
R005449,"Data Cleaning, Power BI, Excel, Tableau, SQL"
R005450,"Python, NLP, Statistics"
R005451,"NLP, Python, SQL"
R005452,"Deep Learning, Machine Learning, NLP, Statistics"
R005453,"Power BI, Data Cleaning, SQL"
R005454,"PyTorch, Cloud, Computer Vision, Python, Keras, MLOps"
R005455,Stakeholder Management
R005456,"Docker, Java, System Design, REST APIs, Agile"
R005457,"Cloud, TensorFlow, MLOps"
R005458,"American, Docker, REST APIs, Java, Spring Boot"
R005459,"Computer Vision, TensorFlow, Python, Keras, PyTorch, Cloud"
R005461,Excel
R005462,"Statistics, Deep Learning, Machine Learning, NLP"
R005463,"Agile, Docker, Java, Git"
R005464,"Computer Vision, Python, Keras, Cloud, PyTorch"
R005465,"Power BI, Data Cleaning, SQL"
R005466,"Computer Vision, Python"
R005467,"SQL, Pandas, Machine Learning, NLP"
R005468,"Cloud, Python, MLOps, TensorFlow"
R005469,"Python, MLOps, Cloud, Computer Vision"
R005470,"REST APIs, System Design, Git, Docker"
R005471,"Spring Boot, Git, Java, REST APIs"
R005472,"System Design, Git, Java, REST APIs, Agile"
R005473,"Reporting, Excel, Power BI, SQL"
R005474,"SQL, Python, Deep Learning, Statistics, Machine Learning"
R005475,"MLOps, Computer Vision, Keras, TensorFlow"
R005476,"Deep Learning, Python, NLP, SQL, Statistics"
R005477,Cloud
R005478,"Computer Vision, Keras, Python, Cloud, MLOps, TensorFlow"
R005479,"Machine Learning, Pandas"
R005480,"Power BI, Data Cleaning, SQL, Excel"
R005481,"User Stories, Scrum"
R005482,"Product Roadmap, Scrum, Agile, User Stories"
R005483,"User Stories, Scrum, Agile, Product Roadmap"
R005484,"Stakeholder Management, Agile, Product Roadmap"
R005485,"Excel, Data Cleaning, SQL, Reporting, Power BI"
R005486,"Java, Spring Boot, REST APIs, Agile"
R005487,"REST APIs, Spring Boot, Java, Git, Docker"
R005488,"Keras, Computer Vision"
R005489,"Excel, SQL, Data Cleaning"
R005490,"Cloud, Keras, MLOps, Python, PyTorch"
R005491,"Spring Boot, Agile, Docker, Java, System Design, Git"
R005492,"Python, Cloud, Keras, PyTorch, Computer Vision, TensorFlow"
R005493,"SQL, Machine Learning"
R005494,"Tableau, Excel, Reporting, Data Cleaning, Power BI, SQL"
R005495,Tableau
R005496,"Python, TensorFlow"
R005497,"Deep Learning, Machine Learning, Pandas, SQL"
R005498,"Data Cleaning, Reporting"
R005499,"System Design, Docker, Agile, Spring Boot, Java"
R005500,"Excel, Tableau, SQL, Data Cleaning"
R005501,"Java, REST APIs, System Design, Docker, Agile, Git, Spring Boot"
R005502,"PyTorch, Computer Vision, Cloud, MLOps"
R005503,"Keras, TensorFlow"
R005504,"Agile, Git, Docker"
R005505,"Machine Learning, NLP"
R005506,"Spring Boot, System Design"
R005507,"Deep Learning, Machine Learning, Statistics, Python, NLP, Pandas"
R005508,"Tableau, SQL, Reporting, Excel, Power BI"
R005509,"Product Roadmap, Agile, User Stories, Scrum, Stakeholder Management"
R005510,"SQL, Machine Learning, NLP, Python, Statistics, Deep Learning"
R005511,"Keras, Python, TensorFlow, Computer Vision, PyTorch"
R005512,"NLP, SQL"
R005513,"Machine Learning, SQL, NLP, Deep Learning, Python"
R005514,"Scrum, Agile, Product Roadmap"
R005515,"Computer Vision, Keras, MLOps, Python"
R005516,"Python, Computer Vision, PyTorch, MLOps, Cloud"
R005517,"Python, SQL, Deep Learning"
R005518,"User Stories, Product Roadmap, Scrum"
R005519,"System Design, Spring Boot, Docker"
R005520,"Statistics, Machine Learning, SQL, Deep Learning, Pandas"
R005521,"Docker, Agile"
R005522,"Excel, Reporting"
R005523,"Python, Pandas, NLP, Machine Learning"
R005524,"SQL, Statistics, Pandas, Machine Learning"
R005525,"Git, Agile"
R005526,"REST APIs, Spring Boot"
R005527,"TensorFlow, Computer Vision, MLOps, Keras"
R005528,"Product Roadmap, User Stories"
R005529,"Pandas, SQL, Statistics, NLP, Python"
R005530,"PyTorch, MLOps, Cloud, Keras, Python"
R005531,"Python, Statistics, Pandas, SQL, Machine Learning, Deep Learning"
R005532,"Stakeholder Management, Agile, Product Roadmap"
R005533,"Power BI, Data Cleaning, SQL, Tableau, Reporting, Excel"
R005534,"Data Cleaning, SQL, Power BI"
R005535,"Pandas, Statistics"
R005536,"Scrum, Product Roadmap, Stakeholder Management, Agile"
R005537,"Deep Learning, NLP, Statistics, Pandas, Python"
R005538,"Reporting, SQL"
R005539,"Reporting, Tableau"
R005540,"Java, System Design, Agile"
R005541,"Python, Statistics, Pandas"
R005542,"Machine Learning, Pandas, Statistics, NLP"
R005543,"User Stories, Agile"
R005544,"Git, REST APIs"
R005545,"Python, MLOps, Keras, PyTorch, TensorFlow"
R005546,"Computer Vision, TensorFlow, Keras"
R005547,"SQL, Reporting, Excel, Tableau, Data Cleaning"
R005548,"User Stories, Agile, Scrum"
R005549,"Pandas, Deep Learning, Machine Learning, SQL"
R005550,"Java, System Design, Docker"
R005551,"Git, REST APIs, Spring Boot"
R005552,"Excel, Reporting"
R005553,"Java, Spring Boot, Docker"
R005554,"Product Roadmap, Agile, Stakeholder Management"
R005555,"Keras, Cloud, MLOps"
R005556,"System Design, Docker, Git, REST APIs, Java, Spring Boot"
R005557,"Cloud, MLOps, PyTorch, Computer Vision"
R005558,"Computer Vision, Keras"
R005559,"Statistics, NLP, Python, Pandas, Deep Learning"
R005560,"Python, Computer Vision, PyTorch, Cloud"
R005561,"Agile, Product Roadmap, Stakeholder Management"
R005562,"Data Cleaning, SQL, Power BI, Excel, Reporting, Tableau"
R005563,"Stakeholder Management, User Stories, Scrum, Agile, Product Roadmap"
R005564,"Python, Pandas, Statistics"
R005565,"MLOps, Keras, PyTorch, TensorFlow"
R005566,"Cloud, Computer Vision"
R005567,"SQL, Pandas, Machine Learning, Python"
R005568,"Power BI, Tableau"
R005569,"REST APIs, Docker, Spring Boot, System Design, Git"
R005570,"Machine Learning, SQL"
R005571,"PyTorch, Keras, MLOps, TensorFlow, Python"
R005572,"Reporting, Data Cleaning"
R005573,"Scrum, User Stories"
R005574,Agile
R005575,"NLP, Deep Learning, Machine Learning"
R005576,"Spring Boot, Git, REST APIs"
R005577,"Pandas, Statistics, NLP"
R005578,"SQL, Reporting, Data Cleaning, Excel"
R005579,"Docker, Agile, Spring Boot, Java, Git, REST APIs"
R005580,"Python, SQL, Pandas"
R005581,Spring Boot
R005582,Deep Learning
R005583,"Scrum, User Stories, Product Roadmap"
R005584,"System Design, REST APIs, Git, Agile, Java"
R005585,"Product Roadmap, Scrum"
R005586,"Docker, Java, Spring Boot, Agile, System Design"
R005587,"Statistics, Machine Learning, NLP, Pandas"
R005588,"Machine Learning, Deep Learning, NLP, Python"
R005589,"Agile, Stakeholder Management"
R005590,"Reporting, Tableau, Data Cleaning, Power BI, Excel"
R005591,"MLOps, PyTorch, Python, Keras, Cloud"
R005592,"Statistics, Pandas, SQL, Deep Learning, Python, NLP, Machine Learning"
R005593,"Docker, REST APIs, System Design, Agile, Java"
R005594,"Statistics, Machine Learning, SQL"
R005595,"Cloud, MLOps, Python, TensorFlow, Keras"
R005596,"Keras, TensorFlow, Cloud, MLOps"
R005597,"Excel, Data Cleaning, Power BI, Reporting, SQL"
R005598,"Tableau, Excel, Data Cleaning, Reporting"
R005599,"Agile, Scrum, User Stories, Product Roadmap, Stakeholder Management"
R005600,Keras
R005601,"Reporting, Data Cleaning, Power BI, Excel"
R005602,"Docker, System Design, Java"
R005603,"Agile, REST APIs, Spring Boot, System Design"
R005604,"Scrum, Stakeholder Management, User Stories"
R005605,"User Stories, Stakeholder Management, Agile, Scrum, Product Roadmap"
R005606,"Product Roadmap, User Stories, Stakeholder Management"
R005607,"Cloud, Computer Vision, Keras, PyTorch, TensorFlow"
R005608,"Deep Learning, NLP, Pandas"
R005609,"Scrum, Stakeholder Management, User Stories"
