JobID,Role,Cleaned_Skills
J005080,Product Manager,"Agile, User Stories, Stakeholder Management, Product Roadmap, Scrum"
J005081,Software Engineer,"Git, Docker, REST APIs, Spring Boot, System Design, Java"
J005082,Data Analyst,"Data Cleaning, Tableau, Power BI, SQL"
J005083,Data Analyst,"Power BI, Tableau, SQL"
J005084,Data Analyst,"Power BI, Tableau, Excel, Reporting, SQL, Data Cleaning"
J005085,ML Engineer,"PyTorch, Keras, Python"
J005086,Product Manager,"Product Roadmap, Agile, Scrum, User Stories, Stakeholder Management"
J005087,Data Scientist,"Statistics, Deep Learning, NLP, Pandas"
J005088,Software Engineer,"Agile, System Design, Docker, Git, Java, REST APIs"
J005089,Data Scientist,"Python, Machine Learning, Pandas, NLP, Deep Learning, SQL, Statistics"
J005090,Data Analyst,"Data Cleaning, Reporting, Tableau"
J005091,Software Engineer,"System Design, Docker, Agile, Git"
J005092,Software Engineer,"Agile, Docker, System Design, Java, REST APIs, Spring Boot, Git"
J005093,Data Analyst,"Power BI, Excel, Reporting, Tableau, Data Cleaning, SQL"
J005094,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, NLP, Statistics, Pandas"
J005095,Product Manager,"User Stories, Stakeholder Management, Scrum"
J005096,Data Scientist,"Python, Machine Learning, Statistics, Pandas, SQL, NLP"
J005097,Data Scientist,"SQL, Statistics, Pandas, Python, Machine Learning, Deep Learning"
J005098,Product Manager,"Scrum, Stakeholder Management, Agile, Product Roadmap, User Stories"
J005099,Product Manager,"Product Roadmap, Agile, Scrum, User Stories"
J005100,Data Analyst,"Data Cleaning, SQL, Power BI, Reporting, Excel, Tableau"
J005101,ML Engineer,"TensorFlow, MLOps, PyTorch, Cloud, Computer Vision, Keras"
J005102,Data Scientist,"Machine Learning, Deep Learning, Statistics, Pandas, SQL"
J005103,Data Analyst,"Excel, Power BI, SQL"
J005104,ML Engineer,"Keras, Computer Vision, TensorFlow, MLOps, Python, PyTorch"
J005105,Software Engineer,"Agile, REST APIs, Git, Java, Docker, Spring Boot, System Design"
J005106,ML Engineer,"Python, PyTorch, Computer Vision"
J005107,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Agile, Scrum"
J005108,ML Engineer,"Python, PyTorch, Computer Vision, Cloud"
J005109,Software Engineer,"REST APIs, Git, Spring Boot, System Design"
J005110,Product Manager,"User Stories, Scrum, Stakeholder Management"
J005111,Product Manager,"Agile, User Stories, Stakeholder Management"
J005112,Product Manager,"Product Roadmap, Scrum, Agile, Stakeholder Management, User Stories"
J005113,ML Engineer,"Computer Vision, PyTorch, Keras, TensorFlow, Python, MLOps, Cloud"
J005114,ML Engineer,"MLOps, Computer Vision, TensorFlow, Python, PyTorch"
J005115,Data Scientist,"Statistics, SQL, NLP, Deep Learning, Machine Learning, Pandas, Python"
J005116,Product Manager,"User Stories, Stakeholder Management, Agile, Product Roadmap"
J005117,Software Engineer,"Java, System Design, Spring Boot, Git, Docker"
J005118,Software Engineer,"Agile, Java, REST APIs, Docker, Git"
J005119,Product Manager,"Scrum, User Stories, Product Roadmap, Stakeholder Management"
J005120,Data Scientist,"Machine Learning, Python, NLP, Pandas, Statistics, SQL"
J005121,ML Engineer,"MLOps, Cloud, TensorFlow, Computer Vision"
J005122,Software Engineer,"Git, Agile, Java, Docker, System Design, REST APIs, Spring Boot"
J005123,Product Manager,"Stakeholder Management, Scrum, User Stories, Product Roadmap"
J005124,Data Analyst,"Data Cleaning, Tableau, SQL, Power BI, Excel"
J005125,Product Manager,"Scrum, User Stories, Stakeholder Management"
J005126,Data Scientist,"Statistics, NLP, SQL"
J005127,Data Scientist,"Python, Pandas, Statistics, Machine Learning"
J005128,ML Engineer,"PyTorch, Cloud, TensorFlow"
J005129,Data Analyst,"Data Cleaning, Excel, Tableau"
J005130,Product Manager,"Product Roadmap, Stakeholder Management, User Stories, Scrum"
J005131,Software Engineer,"Git, Docker, Agile"
J005132,Data Analyst,"Power BI, Data Cleaning, SQL, Tableau"
J005133,Product Manager,"User Stories, Stakeholder Management, Scrum"
J005134,Software Engineer,"REST APIs, Spring Boot, Docker, Git, System Design"
J005135,Data Analyst,"Data Cleaning, Power BI, Tableau, Reporting, Excel, SQL"
J005136,Data Scientist,"Machine Learning, Statistics, NLP"
J005137,Product Manager,"Agile, User Stories, Stakeholder Management"
J005138,Data Scientist,"NLP, SQL, Pandas, Deep Learning"
J005139,Data Scientist,"Deep Learning, Pandas, Python, Machine Learning"
J005140,Data Scientist,"Statistics, Machine Learning, Python, SQL, Pandas, Deep Learning"
J005141,Product Manager,"Agile, Product Roadmap, Stakeholder Management, User Stories, Scrum"
J005142,ML Engineer,"Keras, MLOps, Computer Vision, Cloud, Python, PyTorch"
J005143,Data Analyst,"Power BI, Excel, Tableau"
J005144,Data Analyst,"Excel, SQL, Reporting"
J005145,Product Manager,"Agile, Stakeholder Management, User Stories"
J005146,Software Engineer,"REST APIs, Agile, Docker, Java, System Design, Git"
J005147,Data Scientist,"Pandas, Deep Learning, NLP, SQL, Python, Machine Learning"
J005148,Product Manager,"Product Roadmap, User Stories, Agile, Stakeholder Management"
J005149,Data Scientist,"Deep Learning, NLP, SQL, Pandas"
J005150,Product Manager,"User Stories, Scrum, Stakeholder Management"
J005151,Product Manager,"Product Roadmap, Stakeholder Management, Agile"
J005152,Data Analyst,"Data Cleaning, Reporting, SQL, Excel, Tableau, Power BI"
J005153,Data Scientist,"Pandas, Statistics, SQL, NLP, Machine Learning"
J005154,Product Manager,"Scrum, User Stories, Agile, Product Roadmap, Stakeholder Management"
J005155,Product Manager,"User Stories, Product Roadmap, Scrum, Stakeholder Management, Agile"
J005156,Data Scientist,"Deep Learning, Statistics, SQL, Python, Machine Learning, NLP, Pandas"
J005157,Software Engineer,"Java, Docker, System Design, Git, Spring Boot, Agile"
J005158,Data Scientist,"Deep Learning, SQL, Pandas, Statistics, Machine Learning"
J005159,Data Analyst,"Power BI, Reporting, SQL"
J005160,Product Manager,"Stakeholder Management, Product Roadmap, Agile, Scrum"
J005161,Product Manager,"Product Roadmap, Scrum, Stakeholder Management"
J005162,Data Analyst,"SQL, Data Cleaning, Reporting"
J005163,Software Engineer,"REST APIs, Spring Boot, System Design, Agile, Docker"
J005164,Product Manager,"Scrum, Stakeholder Management, Agile"
J005165,Product Manager,"Product Roadmap, User Stories, Scrum, Stakeholder Management"
J005166,Data Analyst,"Data Cleaning, Excel, Tableau, SQL"
J005167,Product Manager,"Agile, Scrum, Product Roadmap, User Stories, Stakeholder Management"
J005168,Product Manager,"Scrum, Stakeholder Management, Agile, Product Roadmap, User Stories"
J005169,ML Engineer,"Cloud, MLOps, Computer Vision, Keras, Python, TensorFlow, PyTorch"
J005170,ML Engineer,"Computer Vision, Python, Cloud, Keras"
J005171,ML Engineer,"Cloud, Python, MLOps, Keras, Computer Vision, PyTorch"
J005172,Data Scientist,"Pandas, Python, Deep Learning, NLP"
J005173,Software Engineer,"Java, Agile, System Design, Git, Docker, REST APIs, Spring Boot"
J005174,Product Manager,"Agile, Product Roadmap, Scrum, User Stories, Stakeholder Management"
J005175,ML Engineer,"Computer Vision, TensorFlow, Cloud"
J005176,ML Engineer,"Keras, Computer Vision, Python"
J005177,ML Engineer,"Computer Vision, Cloud, PyTorch, Keras"
J005178,ML Engineer,"PyTorch, Cloud, Python, MLOps, Keras, Computer Vision, TensorFlow"
J005179,Data Analyst,"Power BI, Data Cleaning, Reporting"
J005180,Data Scientist,"Deep Learning, NLP, Machine Learning"
J005181,Data Scientist,"Machine Learning, Statistics, Deep Learning, NLP"
J005182,Data Analyst,"Tableau, SQL, Power BI"
J005183,Product Manager,"Product Roadmap, Stakeholder Management, Scrum, User Stories"
J005184,Data Analyst,"Power BI, Tableau, SQL, Excel, Reporting"
J005185,ML Engineer,"Cloud, Python, PyTorch"
J005186,Data Scientist,"NLP, Deep Learning, Pandas, Statistics, Python, Machine Learning"
J005187,ML Engineer,"Python, Cloud, Keras, MLOps, PyTorch, Computer Vision, TensorFlow"
J005188,Software Engineer,"Git, System Design, Java"
J005189,Data Scientist,"SQL, Machine Learning, Pandas, Deep Learning, Python, NLP"
J005190,Data Scientist,"Python, Statistics, NLP, Pandas, Deep Learning, Machine Learning"
J005191,Data Analyst,"SQL, Tableau, Excel, Power BI"
J005192,ML Engineer,"Keras, TensorFlow, Computer Vision"
J005193,ML Engineer,"Python, PyTorch, TensorFlow, Computer Vision"
J005194,Software Engineer,"Spring Boot, Agile, Java, Docker, Git, System Design, REST APIs"
J005195,ML Engineer,"PyTorch, Cloud, TensorFlow, Keras, MLOps, Computer Vision, Python"
J005196,Data Scientist,"Statistics, Pandas, Deep Learning, NLP, Machine Learning"
J005197,Product Manager,"User Stories, Scrum, Stakeholder Management, Agile"
J005198,Software Engineer,"Git, Docker, Java"
J005199,Data Analyst,"Tableau, Power BI, SQL, Excel"
J005200,Data Analyst,"Data Cleaning, Tableau, SQL, Power BI, Reporting"
J005201,Product Manager,"Agile, Stakeholder Management, Scrum, Product Roadmap, User Stories"
J005202,Data Analyst,"Data Cleaning, Reporting, Power BI"
J005203,Data Scientist,"Machine Learning, Python, Statistics, Pandas, Deep Learning, SQL"
J005204,Software Engineer,"REST APIs, System Design, Docker"
J005205,Software Engineer,"Spring Boot, Docker, REST APIs, Git, System Design, Java, Agile"
J005206,Data Scientist,"Machine Learning, NLP, Statistics, Pandas, Python, SQL"
J005207,Software Engineer,"Git, REST APIs, Docker, System Design, Agile"
J005208,Software Engineer,"Docker, Spring Boot, REST APIs, Agile, System Design"
J005209,Software Engineer,"System Design, REST APIs, Spring Boot, Agile"
J005210,Data Analyst,"Excel, Data Cleaning, Power BI"
J005211,Product Manager,"Product Roadmap, Scrum, Stakeholder Management"
J005212,Data Analyst,"Data Cleaning, Tableau, Excel, SQL"
J005213,Data Analyst,"Power BI, Data Cleaning, Reporting, Tableau, SQL"
J005214,Software Engineer,"Java, Agile, Docker"
J005215,Product Manager,"User Stories, Product Roadmap, Stakeholder Management"
J005216,Data Analyst,"Data Cleaning, Excel, Reporting, SQL, Power BI, Tableau"
J005217,Product Manager,"User Stories, Scrum, Agile, Stakeholder Management, Product Roadmap"
J005218,ML Engineer,"Keras, MLOps, TensorFlow"
J005219,Product Manager,"Agile, Stakeholder Management, User Stories"
J005220,Software Engineer,"Agile, Git, Spring Boot"
J005221,ML Engineer,"MLOps, PyTorch, Python"
J005222,Software Engineer,"Docker, Git, Agile, System Design"
J005223,Data Analyst,"Power BI, Data Cleaning, Tableau, Excel"
J005224,Data Scientist,"Deep Learning, Machine Learning, SQL, Statistics, Python, NLP, Pandas"
J005225,Product Manager,"Agile, Scrum, User Stories, Stakeholder Management, Product Roadmap"
J005226,Data Analyst,"Tableau, SQL, Power BI, Excel, Data Cleaning"
J005227,Data Analyst,"Power BI, Tableau, Reporting"
J005228,Software Engineer,"Docker, Agile, Git"
J005229,Software Engineer,"Agile, Docker, Git, Spring Boot, REST APIs"
J005230,ML Engineer,"MLOps, PyTorch, Python, Keras"
J005231,Data Analyst,"SQL, Tableau, Excel, Power BI"
J005232,Product Manager,"User Stories, Product Roadmap, Stakeholder Management, Scrum, Agile"
J005233,ML Engineer,"Cloud, TensorFlow, Computer Vision, MLOps, Keras"
J005234,ML Engineer,"Python, Computer Vision, TensorFlow, PyTorch"
J005235,ML Engineer,"PyTorch, Python, Computer Vision, Keras, TensorFlow, MLOps, Cloud"
J005236,Data Analyst,"Excel, Power BI, Tableau, SQL, Data Cleaning, Reporting"
J005237,Data Analyst,"SQL, Tableau, Reporting, Excel"
J005238,Data Scientist,"SQL, Pandas, Deep Learning, Machine Learning"
J005239,Software Engineer,"REST APIs, Spring Boot, System Design, Docker, Java"
J005240,Software Engineer,"Docker, Java, Agile, REST APIs, Git"
J005241,Product Manager,"Stakeholder Management, Agile, User Stories"
J005242,Data Scientist,"Statistics, NLP, Machine Learning"
J005243,Software Engineer,"Docker, Java, Git, REST APIs, Agile"
J005244,Software Engineer,"System Design, Docker, Java"
J005245,Data Analyst,"Power BI, Reporting, SQL"
J005246,Data Analyst,"Reporting, Data Cleaning, Tableau, Excel, SQL, Power BI"
J005247,Product Manager,"Stakeholder Management, Product Roadmap, Scrum"
J005248,Data Analyst,"Reporting, Power BI, SQL, Tableau"
J005249,ML Engineer,"Keras, TensorFlow, PyTorch, Python"
J005250,Software Engineer,"Git, Agile, System Design, Docker, REST APIs, Spring Boot, Java"
J005251,Product Manager,"Scrum, Product Roadmap, Stakeholder Management"
J005252,ML Engineer,"TensorFlow, PyTorch, Computer Vision, Python, Cloud"
J005253,Data Analyst,"Data Cleaning, Excel, Tableau, Reporting"
J005254,Data Scientist,"Python, Machine Learning, Pandas"
J005255,Data Scientist,"Machine Learning, Deep Learning, NLP, SQL, Statistics, Pandas"
J005256,ML Engineer,"Computer Vision, TensorFlow, Keras, Cloud"
J005257,Software Engineer,"Agile, Git, Java, Spring Boot, System Design, REST APIs, Docker"
J005258,Product Manager,"Product Roadmap, User Stories, Scrum, Stakeholder Management"
J005259,Data Scientist,"SQL, Python, Machine Learning, Pandas, Statistics, Deep Learning"
J005260,Software Engineer,"Java, Agile, Spring Boot, System Design"
J005261,ML Engineer,"Cloud, TensorFlow, PyTorch, Computer Vision"
J005262,Product Manager,"Scrum, Agile, User Stories, Product Roadmap, Stakeholder Management"
J005263,Product Manager,"Product Roadmap, User Stories, Scrum"
J005264,Software Engineer,"Spring Boot, REST APIs, Java"
J005265,Data Scientist,"Machine Learning, SQL, Statistics"
J005266,Data Analyst,"Excel, Data Cleaning, Tableau"
J005267,Product Manager,"User Stories, Scrum, Stakeholder Management, Agile"
J005268,Data Analyst,"Tableau, SQL, Power BI"
J005269,ML Engineer,"Cloud, PyTorch, Python"
J005270,Product Manager,"Stakeholder Management, Agile, Scrum"
J005271,Data Analyst,"SQL, Data Cleaning, Reporting"
J005272,ML Engineer,"PyTorch, Python, MLOps, TensorFlow, Computer Vision"
J005273,Data Analyst,"Data Cleaning, SQL, Reporting, Excel, Tableau"
J005274,ML Engineer,"Cloud, Computer Vision, Keras"
J005275,Data Scientist,"Pandas, Deep Learning, Machine Learning, SQL"
J005276,Software Engineer,"Java, Docker, Git, Agile"
J005277,Software Engineer,"Spring Boot, REST APIs, Agile, Git, Docker, System Design, Java"
J005278,Data Scientist,"Deep Learning, NLP, Machine Learning"
J005279,ML Engineer,"Keras, MLOps, Python, TensorFlow, Cloud, Computer Vision, PyTorch"
J005280,Product Manager,"Stakeholder Management, Scrum, Agile, Product Roadmap"
J005281,Data Analyst,"Excel, SQL, Data Cleaning, Reporting"
J005282,Data Analyst,"Reporting, Excel, SQL, Tableau, Power BI"
J005283,Data Scientist,"NLP, Deep Learning, Machine Learning, Statistics, Pandas, SQL"
J005284,ML Engineer,"Keras, Cloud, PyTorch, TensorFlow, MLOps"
J005285,Product Manager,"Product Roadmap, Scrum, Stakeholder Management"
J005286,ML Engineer,"Cloud, Keras, TensorFlow"
J005287,Product Manager,"User Stories, Product Roadmap, Stakeholder Management, Scrum, Agile"
J005288,ML Engineer,"PyTorch, TensorFlow, Cloud, Python, Keras"
J005289,ML Engineer,"Computer Vision, Python, MLOps, Cloud"
J005290,Product Manager,"Stakeholder Management, Scrum, User Stories, Product Roadmap, Agile"
J005291,Product Manager,"User Stories, Agile, Product Roadmap"
J005292,Software Engineer,"Java, Docker, Git, System Design, Spring Boot, REST APIs, Agile"
J005293,Data Analyst,"Tableau, Reporting, Excel"
J005294,Product Manager,"User Stories, Scrum, Stakeholder Management"
J005295,ML Engineer,"TensorFlow, Keras, Cloud, MLOps"
J005296,Data Analyst,"Power BI, Reporting, SQL, Data Cleaning"
J005297,Data Scientist,"Pandas, SQL, NLP"
J005298,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Scrum, Agile"
J005299,Software Engineer,"Agile, System Design, Docker"
J005300,ML Engineer,"TensorFlow, MLOps, Cloud"
J005301,Data Analyst,"Reporting, Data Cleaning, Power BI, Tableau"
J005302,Product Manager,"Agile, Stakeholder Management, User Stories, Scrum"
J005303,Data Analyst,"Excel, Data Cleaning, Reporting, SQL"
J005304,Product Manager,"Agile, User Stories, Scrum, Stakeholder Management, Product Roadmap"
J005305,Data Scientist,"Statistics, Deep Learning, Python, Machine Learning"
J005306,Software Engineer,"Docker, Spring Boot, System Design, Java, Git"
J005307,Product Manager,"Scrum, User Stories, Product Roadmap, Agile, Stakeholder Management"
J005308,ML Engineer,"Python, Computer Vision, PyTorch, Cloud, Keras"
J005309,ML Engineer,"Computer Vision, Keras, TensorFlow, MLOps, Python, PyTorch"
J005310,Product Manager,"Product Roadmap, Stakeholder Management, Agile, User Stories, Scrum"
J005311,Software Engineer,"Java, Agile, Docker, REST APIs"
J005312,Data Scientist,"Pandas, Machine Learning, NLP, SQL, Python"
J005313,Data Analyst,"SQL, Excel, Data Cleaning, Power BI, Tableau, Reporting"
J005314,Data Analyst,"Power BI, Data Cleaning, Tableau, Reporting, Excel, SQL"
J005315,Data Scientist,"NLP, Python, Pandas, SQL, Machine Learning"
J005316,Data Analyst,"Power BI, Reporting, SQL, Tableau, Excel"
J005317,Data Scientist,"Deep Learning, Pandas, Statistics, SQL, Machine Learning, Python"
J005318,Product Manager,"User Stories, Product Roadmap, Scrum, Stakeholder Management"
J005319,Product Manager,"Scrum, Agile, Product Roadmap, User Stories, Stakeholder Management"
J005320,Product Manager,"Product Roadmap, Scrum, User Stories, Stakeholder Management"
J005321,Software Engineer,"REST APIs, Agile, Java, Spring Boot, Git, System Design, Docker"
J005322,Data Scientist,"Statistics, SQL, Deep Learning, Machine Learning, NLP, Python, Pandas"
J005323,Data Scientist,"Statistics, NLP, Pandas"
J005324,ML Engineer,"Cloud, Computer Vision, Keras"
J005325,Data Analyst,"Data Cleaning, Reporting, Power BI, SQL"
J005326,Data Scientist,"NLP, Python, Statistics, Deep Learning, Pandas, Machine Learning"
J005327,Data Scientist,"SQL, Pandas, Statistics, Deep Learning, NLP, Python, Machine Learning"
